Admission Date,Company Name,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (million GBP)
21/09/1987,PANTHEON INTERNATIONAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,485.22"
05/04/2006,PANTHEON RESOURCES PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,569.68
21/12/2017,PANTHERA RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,16.34
09/01/2020,PANTHER METALS PLC,Basic Materials,Basic Resources,Isle of Man,Europe,MAIN MARKET ,No,2.72
30/12/2013,PANTHER SECURITIES PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,54.71
15/05/1989,PARAGON BANKING GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,641.68"
13/03/2000,PARKMEAD GROUP (THE) PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,18.3
01/11/2007,PARTNERS GROUP PRIVATE EQUITY LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,"1,171.54"
29/05/2001,PATRIA PRIVATE EQUITY TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,848.77
24/09/2004,PAYPOINT PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,506.99
29/09/2000,PCI-PAL PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,52.16
13/08/1969,PEARSON PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,"8,944.61"
20/01/2014,PEBBLE BEACH SYSTEMS GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,10.75
29/09/2021,PEEL HUNT LIMITED,Financials,Financial Services ,Guernsey,Europe,AIM ,No,112.37
16/04/2013,PEMBROKE VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,218.97
12/03/1998,PENNANT INTERNATIONAL GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,11.46
12/12/1989,PENNON GROUP PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,"1,653.31"
21/12/2017,PENNPETRO ENERGY PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,10.15
06/07/2020,PENSANA PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,78.37
21/04/2021,PENSIONBEE GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,389.6
05/05/2015,PERMANENT TSB GROUP HOLDINGS PLC,Financials,Banks,Ireland,Europe,MAIN MARKET ,Yes,622.38
02/05/2017,PERSHING SQUARE HOLDINGS LTD,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,"15,564.05"
29/04/1985,PERSIMMON PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,"4,050.12"
02/09/1983,PERSONAL ASSETS TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,633.22"
27/11/2000,PERSONAL GROUP HOLDINGS PLC,Financials,Insurance,United Kingdom,Europe,AIM ,No,63.75
03/03/1997,PETARDS GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,3.95
28/09/2021,PETERSHILL PARTNERS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"2,990.92"
17/06/2005,PETRA DIAMONDS LIMITED,Basic Materials,Basic Resources,Bermuda,North America,MAIN MARKET ,Yes,53.41
18/08/2000,PETREL RESOURCES PLC,Energy,Energy,Ireland,Europe,AIM ,Yes,2.21
07/10/2005,PETROFAC LIMITED,Energy,Energy,Jersey,Europe,MAIN MARKET ,No,42.56
01/05/2008,PETRO MATAD LIMITED,Energy,Energy,Isle of Man,Europe,AIM ,No,18.47
24/12/2018,PETROTAL CORPORATION,Energy,Energy,Canada,North America,AIM ,Yes,343.81
17/03/2014,PETS AT HOME GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,"1,038.45"
29/05/1997,PHAROS ENERGY PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,100.69
29/06/2017,PHOENIX COPPER LIMITED,Basic Materials,Basic Resources,British Virgin Islands,North America,AIM ,Yes,8.77
13/12/2018,PHOENIX GROUP HOLDINGS PLC,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,"5,241.26"
15/06/2015,PHOENIX SPREE DEUTSCHLAND LIMITED,Real Estate,Real Estate ,Jersey,Europe,MAIN MARKET ,No,147.84
04/07/2005,PHSC PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,1.95
20/12/2004,PHYSIOMICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,1.52
25/10/2005,PICTON PROPERTY INCOME LD,Real Estate,Real Estate ,Guernsey,Europe,MAIN MARKET ,No,356.88
24/12/2020,PINEAPPLE POWER CORPORATION PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,2.28
13/11/1989,PINEWOOD TECHNOLOGIES GROUP PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,299.24
05/12/2000,PIPEHAWK PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,0.67
13/07/2011,PJSC PHOSAGRO,Basic Materials,Chemicals,Russian Federation,Europe,MAIN MARKET ,Yes,-
13/12/1996,PJSC TATNEFT,Energy,Energy,Russian Federation,Europe,MAIN MARKET ,Yes,-
28/03/2006,PLAYTECH PLC,Consumer Discretionary,Travel and Leisure,Isle of Man,Europe,MAIN MARKET ,No,"2,273.31"
01/11/2006,PLAZA CENTERS N.V.,Real Estate,Real Estate ,Netherlands,Europe,MAIN MARKET ,Yes,1.37
09/12/2005,PLEXUS HOLDINGS PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,9.22
24/07/2013,PLUS500 LTD,Financials,Financial Services ,Israel,Middle East,MAIN MARKET ,Yes,"2,086.81"
01/12/2020,PMGR SECURITIES 2025 PLC,,,United Kingdom,Europe,MAIN MARKET ,No,-
04/11/2021,POD POINT GROUP HOLDINGS PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,15.81
01/07/2013,POLAR CAPITAL GLOBAL FINANCIALS TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,629.18
15/06/2010,POLAR CAPITAL GLOBAL HEALTHCARE TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,462.04
06/02/2007,POLAR CAPITAL HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,508.82
16/12/1996,POLAR CAPITAL TECHNOLOGY TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"4,420.81"
29/03/2018,POLAREAN IMAGING PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,15.09
24/01/2024,POLLEN STREET GROUP LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,481.8
19/07/2021,POOLBEG PHARMA PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,25.5
17/06/2004,PORTMEIRION GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,24.28
20/02/1992,PORVAIR PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,319.9
12/06/2002,POWERHOUSE ENERGY GROUP PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,43.02
09/10/2012,POWER METAL RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,14.9
17/07/2007,PPHE HOTEL GROUP LIMITED,Consumer Discretionary,Travel and Leisure,Guernsey,Europe,MAIN MARKET ,No,545.35
10/04/2024,PRAETURA GROWTH VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,3.9
24/05/2018,PREDATOR OIL & GAS HOLDINGS PLC,Energy,Energy,Jersey,Europe,MAIN MARKET ,No,33.96
10/12/2012,PREMIER AFRICAN MINERALS LIMITED,Basic Materials,Basic Resources,British Virgin Islands,North America,AIM ,Yes,9.88
23/07/2004,PREMIER FOODS PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,"1,631.60"
04/11/2003,PREMIER MITON GLOBAL RENEWABLES TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,15.41
07/10/2016,PREMIER MITON GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,89.95
06/06/2007,PRESSURE TECHNOLOGIES PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,14.89
01/07/2022,PRI0R1TY INTELLIGENCE GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,6.26
05/11/1998,PRIMARY HEALTH PROPERTIES PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"1,258.98"
12/12/2000,PRIMORUS INVESTMENTS PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,5.24
04/03/2022,PRISTINE CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.96
10/11/2021,PROCOOK GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,35.96
18/12/2013,PROPERTY FRANCHISE GROUP PLC (THE),Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,262.98
30/04/2002,PROSPEX ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,29.99
03/10/1995,PROTEOME SCIENCES PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,12.96
31/10/2006,PROTON MOTOR POWER SYSTEMS PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,2.91
31/05/2001,PROVEN GROWTH & INCOME VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,151.77
10/04/2000,PROVEN VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,161.87
23/06/2005,PROVEXIS PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,14.13
31/05/2017,PRS REIT (THE) PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,607.47
29/12/1978,PRUDENTIAL PLC,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,"17,929.94"
08/11/2007,PUBLIC JOINT STOCK COMPANY NOVOROSSIYSK COMMERCIAL SEA PORT,Industrials,Industrial Goods and Services,Russian Federation,Europe,MAIN MARKET ,Yes,-
27/09/2004,PUBLIC JOINT-STOCK COMPANY ROSTELECOM,Telecommunications,Telecommunications,Russian Federation,Europe,ADMISSION TO TRADING ONLY ,Yes,-
16/12/2021,"PUBLIC POLICY HOLDING COMPANY, INC.",Industrials,Industrial Goods and Services,United States,North America,AIM ,Yes,162.12
28/06/2005,PULSAR GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,62.57
18/10/2024,PULSAR HELIUM INC.,Basic Materials,Basic Resources,Canada,North America,AIM ,Yes,33.54
05/06/2020,PUMA ALPHA VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,29.63
02/07/2018,PUMA VCT 13 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,166.76
19/06/2015,PURETECH HEALTH PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,358.65
15/11/2021,PYX RESOURCES LIMITED,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET ,Yes,9.35
26/11/1953,PZ CUSSONS PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,MAIN MARKET ,No,336.12
15/02/2006,QINETIQ GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"2,080.49"
19/04/2006,QUADRISE PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,75.35
07/04/2000,QUANTUM BLOCKCHAIN TECHNOLOGIES PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,16.48
06/11/2014,QUARTIX TECHNOLOGIES PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,85.9
13/04/2018,QUILTER PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"2,276.06"
05/10/2020,R8 CAPITAL INVESTMENTS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,1.94
30/01/2017,RAINBOW RARE EARTHS LIMITED,Basic Materials,Basic Resources,Guernsey,Europe,MAIN MARKET ,No,78.85
29/06/2018,RA INTERNATIONAL GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,11.15
15/02/2017,RAMSDENS HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,74.32
07/10/1996,RANK GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,416.9
11/06/2024,RASPBERRY PI HOLDINGS PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,"1,481.56"
08/06/1992,RATHBONES GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,593.99"
08/05/2018,RBG HOLDINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,1.15
23/03/2022,RC365 HOLDING PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,2.71
01/07/2004,REABOLD RESOURCES PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,4.59
02/12/1953,REACH PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,280.62
20/10/2005,REACT GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,18.44
05/10/1960,R.E.A. HOLDINGS PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,87.01
13/12/2005,REAL ESTATE CREDIT INVESTMENTS LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,276.26
10/06/2004,REAL ESTATE INVESTORS PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,53.19
23/10/2007,RECKITT BENCKISER GROUP PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,MAIN MARKET ,No,"36,516.30"
03/12/2007,RECORD PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,111.07
19/11/2021,RED CAPITAL PLC,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,1.7
06/12/2013,REDCENTRIC PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,206.16
29/07/2005,RED ROCK RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,2.56
06/11/2015,REGIONAL REIT LIMITED,Real Estate,Real Estate ,Guernsey,Europe,MAIN MARKET ,No,190.29
18/11/2005,REI AGRO LTD,Consumer Staples ,"Food, Beverage and Tobacco ",India,Asia,MAIN MARKET ,Yes,-
27/09/2004,RELIANCE INDUSTRIES LIMITED,Energy,Energy,India,Asia,ADMISSION TO TRADING ONLY ,Yes,-
21/04/1948,RELX PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,"74,799.98"
06/11/2018,RENALYTIX PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,34.78
29/10/2001,RENEW HOLDINGS PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,579.43
29/02/1988,RENEWI PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,646.09
16/11/1984,RENISHAW PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"2,624.03"
02/06/1946,RENOLD PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,118.74
21/06/2005,RENTOKIL INITIAL PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"10,067.87"
12/07/2017,RESIDENTIAL SECURE INCOME PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,103.69
20/06/2019,RESOLUTE MINING LIMITED,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET ,Yes,427.94
30/06/2005,RESTORE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,294.39
19/07/2021,REVOLUTION BEAUTY GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,35.88
27/10/2017,RHI MAGNESITA N.V.,Basic Materials,Chemicals,Netherlands,Europe,MAIN MARKET ,Yes,"1,663.66"
05/04/1962,RICARDO PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,156.79
05/11/2008,RICOH CO LTD,Technology,Technology,Japan,Asia,ADMISSION TO TRADING ONLY ,Yes,"5,246.43"
15/03/2006,RIGHTMOVE PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"5,244.81"
28/07/1966,RIGHTS & ISSUES INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,103.43
01/11/1973,RIO TINTO PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,"61,280.41"
01/08/1988,RIT CAPITAL PARTNERS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"2,823.31"
25/11/2005,RIVERFORT GLOBAL OPPORTUNITIES PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,0
28/05/2019,RIVERSTONE CREDIT OPPORTUNITIES INCOME PLC,,,United Kingdom,Europe,MAIN MARKET ,No,-
29/10/2013,RIVERSTONE ENERGY LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,210.71
02/12/2014,RIVER UK MICRO CAP LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,59.83
15/12/2016,RM INFRASTRUCTURE INCOME PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,69.87
14/12/1994,RM PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,90.17
07/01/2020,ROADSIDE REAL ESTATE PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,43.39
13/07/2000,ROBERT WALTERS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,209.84
06/04/2004,ROBINSON PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,20.1
02/03/2012,ROCKFIRE RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,5.32
15/08/2005,ROCKHOPPER EXPLORATION PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,212.67
12/07/2017,ROCKPOOL ACQUISITIONS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.36
28/10/1999,ROCKWOOD STRATEGIC PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,101.96
31/03/2005,ROEBUCK FOOD GROUP PUBLIC LIMITED COMPANY,Industrials,Industrial Goods and Services,Ireland,Europe,AIM ,Yes,17.7
20/05/1987,ROLLS-ROYCE HOLDINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"51,539.68"
10/02/2011,ROME RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,15.48
22/03/2021,ROQUEFORT THERAPEUTICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,5.16
10/07/2024,ROSEBANK INDUSTRIES PLC,Financials,Financial Services ,Jersey,Europe,AIM ,No,181
25/03/1973,ROSS GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,1.63
29/04/2014,ROSSLYN DATA TECHNOLOGIES PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,3.77
23/07/1968,ROTORK PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"2,957.26"
01/06/1967,RS GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"3,083.69"
15/06/1998,RTC GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,13.27
30/10/2019,RTW BIOTECH OPPORTUNITIES LTD,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,-
18/12/2002,RUA LIFE SCIENCES PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,7.76
08/07/2004,RUFFER INVESTMENT COMPANY LTD,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,896.25
11/11/2003,RWS HOLDINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,508.12
29/12/2016,S4 CAPITAL PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,229.5
20/12/2006,SABIEN TECHNOLOGY GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,2.63
06/12/2017,SABRE INSURANCE GROUP PLC,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,331
02/05/2014,SAFESTAY PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,15.26
14/03/2007,SAFESTORE HOLDINGS PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"1,346.99"
29/05/2014,SAGA PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,177.77
11/07/1975,SAINSBURY (J) PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,MAIN MARKET ,No,"5,950.51"
28/06/1995,SAMSUNG ELECTRONICS CO LTD (ATT),Telecommunications,Telecommunications,South Korea,Asia,MAIN MARKET / ADMISSION TO TRADING ONLY ,Yes,-
05/08/2005,SANCUS LENDING GROUP LIMITED,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,3.5
15/04/2003,SANDERSON DESIGN GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,38.16
01/07/2005,SANTANDER UK PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,166.25
11/10/2004,SAREUM HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,25.61
01/08/2014,SAVANNAH ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,344.45
01/11/2010,SAVANNAH RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,92.34
11/05/2006,SAVILLS PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"1,543.90"
30/07/2010,SCANCELL HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,97.46
26/11/1987,SCHRODER ASIAN TOTAL RETURN INVESTMENT COMPANY PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,460.14
20/11/1995,SCHRODER ASIAPACIFIC FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,767.99
01/12/2020,SCHRODER BRITISH OPPORTUNITIES TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,52.1
22/12/2020,SCHRODER BSC SOCIAL IMPACT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,59.43
09/12/2015,SCHRODER EUROPEAN REAL ESTATE INVESTMENT TRUST PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,87.97
09/03/1995,SCHRODER INCOME GROWTH FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,199.16
11/07/1994,SCHRODER JAPAN TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,301.11
28/07/2005,SCHRODER ORIENTAL INCOME FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,649.15
16/07/2004,SCHRODER REAL ESTATE INVESTMENT TRUST LIMITED,Real Estate,Real Estate ,Guernsey,Europe,MAIN MARKET ,No,226.95
21/04/2015,SCHRODERS CAPITAL GLOBAL INNOVATION TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,87.73
30/09/1959,SCHRODERS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"5,684.14"
18/05/1983,SCHRODER UK MID CAP FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,211.64
08/07/2008,SCIENCE GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,207.94
09/08/2013,SCIENCE IN SPORT PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,61.55
26/02/1953,SCOTTISH AMERICAN INVESTMENT CO. PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,918.97
27/06/1986,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"13,359.04"
29/03/1995,SCOTTISH ORIENTAL SMALLER COMPANIES TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,341.68
11/12/2018,SDCL ENERGY EFFICIENCY INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,562.25
19/10/2020,"SDIC POWER HOLDINGS CO., LTD",Utilities,Utilities,China,Asia,MAIN MARKET ,Yes,-
08/12/2008,SDI GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,55.93
08/01/2018,SDV 2025 ZDP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,-
28/05/2019,SDX ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,0.53
17/11/2015,SEALAND CAPITAL GALAXY LIMITED,Technology,Technology,Cayman Islands,North America,MAIN MARKET ,Yes,54.12
28/11/2019,SEASCAPE ENERGY ASIA PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,21.04
01/08/2007,SECURE PROPERTY DEVELOPMENT & INVESTMENT PLC,Real Estate,Real Estate ,Cyprus,Europe,AIM ,Yes,5.17
02/11/2011,SECURE TRUST BANK PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,83.91
11/04/2023,SEED CAPITAL SOLUTIONS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1.62
15/03/2006,SEED INNOVATIONS LIMITED,Financials,Financial Services ,Guernsey,Europe,AIM ,No,3.38
21/09/2017,SEEEN PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,4.58
01/12/2005,SEEING MACHINES LIMITED,Technology,Technology,Australia,Pacific,AIM ,Yes,196.74
01/12/1949,SEGRO PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,"9,705.44"
07/11/2024,SELKIRK GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,12.27
19/04/2002,SENECA GROWTH CAPITAL VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,16.89
16/02/1947,SENIOR PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,692.88
14/04/2014,SEPLAT ENERGY PLC,Energy,Energy,Nigeria,Africa,MAIN MARKET ,Yes,"1,182.77"
03/03/2015,SEQUOIA ECONOMIC INFRASTRUCTURE INCOME FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,"1,208.71"
10/05/2005,SERABI GOLD PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,102.24
14/07/2021,SERAPHIM SPACE INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,120.97
